Sample	sum_pct_a	sum_pct_c	sum_pct_g	sum_pct_t	sum_pct_n	cycle_count	mean_pct_a	mean_pct_c	mean_pct_g	mean_pct_t
Lesina_285_R1	5467.707287999998	3990.9957659999986	3977.835867000001	5462.788878999999	0.6721990000000001	189	28.92966819047618	21.116379714285706	21.046750619047625	28.903644862433858
Lesina_285_R2	2942.6641099999997	2053.9982219999993	2056.8878389999995	2946.1824990000005	0.26733200000000007	100	29.426641099999998	20.53998221999999	20.568878389999995	29.461824990000004
Lesina_286_R1	5520.731553999999	3929.423905999999	3928.8977000000004	5520.377266999996	0.5695750000000003	189	29.210219862433856	20.79060267724867	20.78781851851852	29.20834532804231
Lesina_286_R2	2946.2446290000003	2050.0651279999997	2052.9665040000004	2950.455758000001	0.2679899999999999	100	29.462446290000003	20.500651279999996	20.529665040000005	29.50455758000001
Lesina_287_R1	5538.844616999998	3908.6570420000007	3910.9444740000026	5540.999771000003	0.554091	189	29.306056174603164	20.680725089947092	20.69282790476192	29.317459105820124
Lesina_287_R2	2948.479275999999	2048.6526010000002	2050.7961690000006	2951.8035749999995	0.26839299999999994	100	29.48479275999999	20.486526010000002	20.507961690000005	29.518035749999996
Lesina_288_R1	5508.572770999998	3938.5451239999998	3940.430396000002	5509.112588000002	3.3391150000000005	189	29.14588767724867	20.83886308994709	20.848838074074084	29.14874385185186
Lesina_288_R2	2944.56981	2051.661481999999	2054.1701230000003	2948.0965879999994	1.5019949999999993	100	29.4456981	20.51661481999999	20.541701230000005	29.480965879999996
Lesina_289_R1	5515.062013000002	3933.8021809999987	3933.779064999999	5513.995918	3.3608050000000005	189	29.1802222910053	20.813768153439145	20.81364584656084	29.174581576719575
Lesina_289_R2	2948.2785279999994	2047.9046409999999	2050.4774189999994	2951.8521830000004	1.4872189999999998	100	29.482785279999995	20.47904641	20.504774189999992	29.518521830000005
Lesina_292_R1	5539.755142999998	3909.1884809999992	3908.6777369999995	5538.7285409999995	3.65009	189	29.310873772486758	20.68353693650793	20.680834587301586	29.305442015873012
Lesina_292_R2	2953.1453299999994	2043.1469779999993	2045.656817	2956.5118759999987	1.5390059999999999	100	29.531453299999995	20.431469779999993	20.45656817	29.565118759999987
Lesina_295_R1	5424.205524000002	4018.6217859999983	4017.860547999999	5420.449578000001	18.862578	189	28.699500126984137	21.262549132275122	21.258521417989414	28.6796273968254
Lesina_295_R2	2911.2478080000005	2078.3789490000004	2081.12741	2914.9286859999997	14.317152000000009	100	29.112478080000006	20.783789490000004	20.811274100000002	29.149286859999997
PD22NLD0146F_R1	8360.405873999996	6085.044758999999	6086.391589000001	8367.913046000001	0.24472399999999975	289	28.928740048442894	21.055518197231834	21.060178508650523	28.954716422145335
PD22NLD0146F_R2	4311.498750999999	3182.415472999999	3189.4141030000005	4316.582613999998	0.08905499999999997	150	28.743325006666662	21.21610315333333	21.26276068666667	28.777217426666652
PD22NLD0147F_R1	8324.064361000002	6124.755356000004	6123.297911999995	8327.610014999998	0.27235699999999974	289	28.80299086851212	21.19292510726645	21.18788204844289	28.815259567474044
PD22NLD0147F_R2	4299.436197	3193.842665999998	3201.5306469999996	4305.097347	0.09315599999999993	150	28.66290798	21.29228443999999	21.343537646666665	28.70064898
PDOM2022NLD0041J_R1	7986.613417000004	6455.674510999996	6462.245357999996	7995.278650999999	0.18806699999999987	289	27.63534054325261	22.337974086505174	22.360710581314862	27.66532405190311
PDOM2022NLD0041J_R2	4185.086485999998	3309.269862999998	3316.351051000002	4188.948743999999	0.3438579999999999	150	27.90057657333332	22.061799086666653	22.10900700666668	27.926324959999995
PDOM2022NLD0042M_R1	8137.223391	6304.7468930000005	6311.806266999995	8146.030269999999	0.19318999999999997	289	28.15648232179931	21.815733193771628	21.840160093425588	28.186955951557092
PDOM2022NLD0042M_R2	4266.370680000002	3228.1861820000004	3235.3321219999993	4269.780663000002	0.3303490000000001	150	28.44247120000001	21.521241213333337	21.56888081333333	28.465204420000017
PDOM2022NLD0043F_R1	8049.185668000001	6391.125435999996	6400.036212000004	8059.482690999997	0.16998899999999992	289	27.851853522491353	22.114620885813135	22.145454020761257	27.887483359861584
PDOM2022NLD0043F_R2	4216.768437999999	3277.3857830000034	3284.170839	4221.366999000002	0.30793499999999996	150	28.11178958666666	21.849238553333354	21.89447226	28.14244666000001
PDOM2022NLD0044M_R1	8048.702991	6393.149984999996	6401.530074	8056.434004000002	0.18294000000000016	289	27.850183359861592	22.12162624567473	22.150623093425608	27.8769342698962
PDOM2022NLD0044M_R2	4212.432219	3280.8410860000013	3288.83736	4217.548043000002	0.3412930000000002	150	28.082881460000003	21.872273906666674	21.9255824	28.116986953333345
PDOM2022NLD0045M_R1	8016.588032000003	6425.808861999999	6432.560373	8024.863360000001	0.179377	289	27.739058934256068	22.234632740484425	22.257994370242216	27.767693287197236
PDOM2022NLD0045M_R2	4206.153734000001	3288.7200319999997	3294.9106030000003	4209.924713000001	0.290929	150	28.041024893333343	21.92480021333333	21.96607068666667	28.066164753333343
PDOM2022NLD0046M_R1	8092.618733	6349.3286800000005	6355.305108000001	8102.306764000001	0.4407449999999995	289	28.00214094463668	21.969995432525952	21.990675114186857	28.0356635432526
PDOM2022NLD0046M_R2	4252.709870999998	3242.961021	3248.292013000003	4255.780084000001	0.257018	150	28.351399139999987	21.61974014	21.655280086666686	28.371867226666673
PDOM2022NLD0047F_R1	8100.489647999993	6340.350342999998	6348.508713000003	8110.247163999998	0.40414899999999976	289	28.029375944636655	21.938928522491345	21.967158176470598	28.06313897577854
PDOM2022NLD0047F_R2	4256.478415999998	3238.1671219999994	3244.5921579999995	4260.538644000001	0.22367399999999998	150	28.37652277333332	21.587780813333328	21.630614386666664	28.403590960000006
PDOM2022NLD0048F_R1	8115.408442999997	6322.278797999999	6333.143809000003	8128.986835999998	0.18211499999999992	289	28.080998072664347	21.876397224913493	21.91399241868513	28.127982131487883
PDOM2022NLD0048F_R2	4235.938212999999	3254.7985760000006	3265.1374829999986	4243.806847	0.31887099999999996	150	28.239588086666664	21.698657173333338	21.76758321999999	28.292045646666665
PDOM2022NLD0062F_R1	8082.593981000002	6356.772857999997	6367.479404000002	8092.724684999999	0.4290930000000003	289	27.967453221453294	21.995753833910022	22.032800705882362	28.00250756055363
PDOM2022NLD0062F_R2	4248.281104999996	3245.908697999999	3253.0192510000015	4252.546955000002	0.24400100000000005	150	28.32187403333331	21.63939131999999	21.686795006666678	28.350313033333343
PDOM2022NLD0072M_R1	8077.610001000001	6364.000565999994	6372.072866999999	8086.125038000004	0.19152799999999995	289	27.95020761591696	22.020763204152228	22.04869504152249	27.97967141176472
PDOM2022NLD0072M_R2	4239.541816000001	3254.986703	3261.7779249999994	4243.363579	0.32996900000000007	150	28.263612106666674	21.699911353333334	21.745186166666663	28.289090526666666
PDOM2022NLD0077M_R1	8191.713774000001	6250.1295519999985	6256.693234000004	8201.020927999996	0.4425009999999998	289	28.345030359861596	21.626745854671274	21.649457557093438	28.377235044982687
PDOM2022NLD0077M_R2	4315.1858440000005	3180.361836000001	3185.362942	4318.848906000002	0.24047399999999997	150	28.76790562666667	21.202412240000005	21.23575294666667	28.792326040000013
PDOM2022NLD0078F_R1	8089.084875	6349.152648000002	6358.7285139999985	8102.636309999998	0.3976639999999996	289	27.989913062283737	21.969386325259524	22.002520809688576	28.036803840830444
PDOM2022NLD0078F_R2	4220.7529	3270.1761250000004	3281.061930000001	4227.768659000002	0.24038899999999988	150	28.13835266666667	21.80117416666667	21.873746200000006	28.185124393333346
PDOM2022NLD0080F_R1	7988.541022999997	6451.2481459999935	6460.766908999999	7999.250636999998	0.19328999999999985	289	27.6420104602076	22.322657944636656	22.355594840830445	27.67906794809688
PDOM2022NLD0080F_R2	4187.757523999999	3304.895822	3314.5990289999995	4192.431409999999	0.31621000000000005	150	27.918383493333327	22.03263881333333	22.097326859999995	27.949542733333328
PDOM2022NLD0081F_R1	8072.173246000005	6366.227900000002	6375.872572000006	8085.5501209999975	0.17616699999999993	289	27.93139531487891	22.02847024221454	22.0618428096886	27.977682079584767
PDOM2022NLD0081F_R2	4224.146146999999	3268.036012	3278.027696	4229.455905000001	0.33424000000000004	150	28.160974313333323	21.786906746666666	21.853517973333336	28.196372700000005
PDOM2022NLD0082F_R1	8054.097347000001	6384.766437999996	6394.725355999993	8066.221169999997	0.18969099999999997	289	27.868848951557098	22.092617432525937	22.127077356401358	27.910799896193762
PDOM2022NLD0082F_R2	4220.901073000003	3272.340326999997	3280.377737000002	4226.066159	0.314697	150	28.139340486666686	21.81560217999998	21.869184913333346	28.173774393333332
PDOM2022NLD0083F_R1	8109.686849000002	6329.453503999999	6339.211382000003	8121.468068000003	0.18021500000000007	289	28.061200169550183	21.901223197231833	21.934987480968868	28.101965633218004
PDOM2022NLD0083F_R2	4250.436321000001	3242.0262549999975	3251.2772790000004	4255.931604999998	0.32854600000000006	150	28.336242140000007	21.61350836666665	21.675181860000002	28.372877366666653
PDOM2022NLD0084F_R1	7996.892332000004	6444.310940999999	6451.596777999997	8007.020055000003	0.17988399999999988	289	27.670907723183404	22.2986537750865	22.323864283737016	27.705951747404853
PDOM2022NLD0084F_R2	4187.437381000002	3306.8415919999984	3313.632367	4191.768988000001	0.31967700000000016	150	27.916249206666677	22.045610613333324	22.09088244666667	27.94512658666667
PDOM2022NLD0107J_R1	7951.764208000003	6491.021641999999	6497.168516	7959.862026000002	0.18362599999999987	289	27.51475504498271	22.46028249826989	22.481551958477507	27.542775176470595
PDOM2022NLD0107J_R2	4165.147117999999	3330.298721	3336.152853	4168.083335000001	0.3179740000000001	150	27.767647453333325	22.201991473333333	22.24101902	27.787222233333342
PDOM2022NLD0108J_R1	8174.677162000001	6265.438603000006	6273.867830000005	8185.829938999996	0.18646800000000002	289	28.28608014532872	21.67971834948099	21.708885224913512	28.324671069204136
PDOM2022NLD0108J_R2	4282.4586469999995	3212.46974	3217.8036270000002	4286.973699	0.29428700000000013	150	28.54972431333333	21.416464933333334	21.452024180000002	28.57982466
PI22NLD0001M_R1	8353.282614000003	6092.487853999997	6093.659846000006	8360.313676000003	0.2559989999999999	289	28.90409208996541	21.081272851211065	21.085328186851232	28.928421024221464
PI22NLD0001M_R2	4301.724665000001	3192.874521999999	3199.8770689999983	4305.428383	0.09534599999999997	150	28.678164433333336	21.28583014666666	21.332513793333323	28.70285588666667
TreeSparrow_01_R1	5496.381756999998	3956.190662	3953.9161529999997	5492.693859999998	0.8175760000000003	189	29.081384957671947	20.932225724867724	20.920191285714285	29.061872275132263
TreeSparrow_01_R2	2914.6414339999997	2084.9967589999997	2084.868420999999	2915.0444699999994	0.44891300000000006	100	29.146414339999996	20.849967589999995	20.84868420999999	29.150444699999994
TreeSparrow_02_R1	5557.772799	3890.521939000002	3888.9168170000016	5554.321726000003	8.466716	189	29.406205285714286	20.584772164021174	20.576279455026462	29.387945640211655
TreeSparrow_02_R2	2959.767428	2033.9348900000011	2036.5496180000002	2963.451757	6.296308999999998	100	29.59767428	20.33934890000001	20.36549618	29.63451757
TreeSparrow_03_R1	5585.542564999997	3864.970607000001	3863.715724999999	5585.169031	0.602091	189	29.55313526455025	20.449579931216938	20.44294034391534	29.551158894179895
TreeSparrow_03_R2	2941.7715810000004	2058.586353	2057.2709279999995	2941.913468999999	0.45767100000000005	100	29.417715810000004	20.58586353	20.572709279999994	29.419134689999993
TreeSparrow_04_R1	5543.731808000001	3906.0651749999984	3905.283416	5544.299262999998	0.6203290000000001	189	29.331914328042334	20.6670115079365	20.66287521693122	29.334916735449724
TreeSparrow_04_R2	2936.5787849999997	2062.089326	2062.727030999999	2938.1774910000004	0.42736	100	29.365787849999997	20.62089326	20.62727030999999	29.381774910000004
TreeSparrow_05_R1	5488.114872999994	3960.7920279999994	3961.117754999998	5489.17041	0.8049230000000005	189	29.0376448306878	20.956571576719572	20.95829499999999	29.043229682539682
TreeSparrow_05_R2	2904.5945679999995	2094.0363040000007	2094.493078	2906.434601999999	0.44144399999999995	100	29.045945679999996	20.94036304000001	20.94493078	29.064346019999988
TreeSparrow_06_R1	5499.600549999999	3951.148266000001	3949.1752870000028	5499.256907999999	0.8189679999999998	189	29.098415608465604	20.905546380952387	20.895107338624353	29.096597396825395
TreeSparrow_06_R2	2916.129159	2082.750007999999	2082.724322	2917.949511000001	0.44699300000000003	100	29.16129159	20.82750007999999	20.82724322	29.179495110000012
TreeSparrow_07_R1	5489.438657999997	3963.9018329999976	3960.0283610000024	5485.315242999998	1.3158960000000004	189	29.04464898412697	20.973025571428558	20.952531010582025	29.022831973544964
TreeSparrow_07_R2	2917.3947090000006	2083.2085500000003	2082.213296	2916.8544429999997	0.329001	100	29.173947090000006	20.8320855	20.822132959999998	29.168544429999997
TreeSparrow_08_R1	5476.660545999998	3977.8619010000016	3971.1902719999985	5473.500643	0.786648	189	28.977039925925915	21.046888365079372	21.011588740740734	28.960320862433864
TreeSparrow_08_R2	2923.2062589999987	2077.290687000001	2075.61319	2923.4220709999995	0.467796	100	29.232062589999988	20.77290687000001	20.7561319	29.234220709999995
TreeSparrow_09_R1	5468.508192	3985.2053109999993	3980.73369	5464.766696999999	0.7861110000000003	189	28.933905777777778	21.085742386243382	21.062083015873014	28.9141095079365
