	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V51	V52	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V62	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V53	V54	V55	V56	V57	V58	V59	V60	V61	V63	V64	V65	V66	V67	V68	V69
21	-0.018144	0.005162	0.033504	-0.012044	-0.00944	-0.018583	0.009086	0.020968	0.065416	-0.009912	-0.006225	0.013338	-0.010869	0.023593	0.006179	0.008239	0.019246	0.014661	-0.034923	-0.012973	10	0.171033	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-0.0073805	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.036789
22	-0.042517	-0.021695	0.001487	-0.049504	0.033267	-0.040137	0.020091	0.005354	0.027652	-0.013349	-0.022277	-0.002412	0.030253	-0.024702	0.036318	-0.043113	0.011319	0.021032	0.002101	-0.015133	0.171033	10	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-0.01749215	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-7.36499999999998e-05	-0.0073805	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	-0.04500395	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.0198310666666667	0.036789
23	-0.0848	-0.097318	-0.086913	-0.076393	-0.066292	-0.041894	-0.05982	-0.07223	-0.046657	-0.054637	0.092052	0.085953	0.082944	0.090347	0.10167	0.07288	0.079334	0.116974	0.075977	0.063004	-0.041081	0.032222	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
24	-0.074351	-0.098663	-0.066931	-0.09155	-0.115055	-0.093878	-0.085655	-0.093928	-0.08137	-0.082514	0.047361	0.08632	0.100618	0.077677	0.122299	0.047161	0.070338	0.030233	0.042187	0.051841	0.00246	-0.003472	0.169976	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
25	-0.059148	-0.093621	-0.043489	-0.054691	-0.062152	-0.039297	-0.074718	-0.080961	-0.057048	-0.078879	0.089642	0.111312	0.033095	0.08132	0.081075	0.102863	0.066915	0.047371	0.08841	0.061853	-0.006529	-0.004141	0.27012	0.175772	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
26	-0.068763	-0.102113	-0.074966	-0.091335	-0.052758	-0.112786	-0.075617	-0.065066	-0.060665	-0.098291	0.028456	0.0881	0.06451	-0.000681	0.111624	0.050383	0.058679	0.059318	0.087079	0.062655	-0.042871	0.000752	0.169056	0.160802	0.111353	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
27	-0.009363	-0.061105	0.00257	-0.077655	-0.065282	-0.030347	-0.060056	-0.051948	-0.03234	-0.031512	0.061808	0.065123	0.093451	0.038706	0.061366	0.00164	0.052473	0.051966	0.096072	0.060889	0.006165	-0.013012	0.053628	0.118998	0.084846	0.108454	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
28	0.023011	-0.046628	-0.049883	-0.051554	-0.05851	-0.070017	-0.061482	0.012611	-0.033759	-0.065313	0.06843	0.08051	0.082108	0.077982	0.072976	0.059257	0.06621	0.079645	0.070237	0.061737	-0.003125	-0.018221	0.018854	0.124418	0.012508	0.113898	0.128364	10	0.123567111111111	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
29	-0.052456	-0.094029	-0.030158	-0.110983	-0.029863	-0.06122	-0.071169	-0.053644	-0.057298	-0.064657	0.007576	0.064156	0.051378	0.009183	0.069183	0.078187	0.054386	0.070853	0.074195	0.061679	-0.027566	-0.024713	0.099086	0.193191	0.07915	0.164713	0.166912	0.104662	10	0.123567111111111	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
30	-0.027528	-0.071163	-0.035139	-0.050608	-0.007299	-0.040342	-0.048144	-0.075094	-0.050874	-0.035701	0.101037	0.031757	0.065885	0.04079	0.015654	0.014521	0.016489	0.017183	0.077658	0.064607	-0.042009	-0.029475	0.028013	0.122	0.028174	0.061011	0.164322	0.103321	0.137965	10	0.123567111111111	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
31	-0.062048	-0.105265	-0.066632	-0.099446	-0.05937	-0.050695	-0.100441	-0.044485	-0.106412	-0.042018	0.054553	0.04238	0.026182	0.095406	0.010734	0.02001	0.031337	0.008983	0.045113	0.06758	-0.068028	-0.031213	0.118804	0.12025	0.135502	0.174068	0.161941	0.09596	0.219958	0.116811	10	0.123567111111111	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
32	-0.014001	-0.105343	-0.055543	-0.072454	-0.081184	-0.097054	-0.080377	-0.065864	-0.079112	-0.051818	0.063657	0.072384	0.037628	0.133647	0.058944	0.099234	0.069409	0.03895	0.044834	0.094737	-0.022061	-0.013925	0.13619	0.163327	0.117454	0.129959	0.081563	0.101704	0.132127	0.107568	0.173767	10	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.00696951	-0.0274774	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.02897002	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	-0.0359542066666667	0.0071126
33	0.029604	0.000228	-0.053529	-0.034871	-0.000756	0.01778	-0.014697	-0.003528	0.007148	0.014079	-0.041515	-0.094135	-0.062473	-0.018922	-0.060613	-0.05788	-0.081278	-0.051091	-0.061836	-0.033864	0.012274	-0.01697	-0.026667	0.035754	-0.029808	0.013533	-0.008049	-0.050044	0.007252	-0.003485	0.030335	-0.024806	10	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
34	-0.039949	0.005929	-0.061246	-0.041251	0.069387	-0.007238	0.039412	-0.050366	-0.007644	-0.034084	-0.000596	-0.057285	-0.021977	-0.05887	-0.016638	-0.038111	-0.06679	-0.036268	-0.058499	-0.040205	0.009728	-0.027214	0.00911	0.023106	0.034061	-0.013726	-0.033357	-0.073378	-0.000391	-0.023952	-0.021445	-0.019113	0.074909	10	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
35	-0.047316	0.033775	0.033776	-0.048894	-0.04937	-0.027151	0.010364	-0.014101	-0.03229	-0.025731	-0.053382	-0.07161	-0.100341	-0.049046	-0.040331	-0.076238	-0.004733	-0.074257	-0.020264	-0.062325	-0.000242	0.020326	-0.062542	-0.005638	-0.046547	0.011327	0.007835	0.021775	0.000224	-0.002363	0.043668	0.005785	0.046174	0.079061	10	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
36	-0.024937	-0.0067	-0.035623	-0.006208	-0.004516	0.040421	0.011123	-0.061335	-0.003636	-0.011935	-0.0585	-0.006744	-0.002156	-0.021532	-0.041162	-0.025987	0.011597	-0.061962	-0.025079	0.00368	0.009707	0.017289	0.080622	-0.002067	0.126178	-0.045476	-0.051475	-0.115701	-0.056391	-0.049609	-0.033917	0.015266	0.01247	0.079258	0.023704	10	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
37	0.040217	0.006961	-0.050992	-0.026354	-0.003196	-0.029092	0.004787	-0.01139	0.007753	-0.020692	-0.038506	-0.05265	-0.041319	-0.037667	-0.041666	-0.057954	-0.063348	-0.076486	-0.038212	-0.045177	-0.003236	0.057449	0.053756	0.036546	0.033509	-0.02196	-0.076197	-0.064092	-0.054554	-0.026096	-0.027275	0.014654	0.085409	0.055608	0.055233	0.106647	10	0.0651168	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
38	-0.00265	-0.033524	0.02612	0.029502	0.066147	-0.023081	0.005816	-0.006373	0.033329	0.003731	-0.080686	-0.057001	-0.066135	-0.049148	-0.050599	-0.063387	-0.061636	-0.066704	-0.063781	-0.103153	0.031828	-0.033088	-0.090618	-0.021562	-0.075479	0.021755	0.040755	0.050448	0.01856	0.04085	0.003541	-0.01055	0.10124	0.021505	0.071273	-0.042699	0.038276	10	0.0651168	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
39	0.024425	-0.009922	-0.037092	-0.026444	0.011135	-0.02842	-0.052548	-0.003072	-0.01911	-0.003968	-0.05945	-0.065017	-0.04626	-0.114091	-0.04042	-0.101122	-0.068963	-0.051789	-0.038087	-0.042001	-0.021994	-0.010387	-0.007979	0.014489	-0.048475	0.027698	-0.025957	0.011351	0.013279	0.002167	-0.001209	-0.02897	0.039067	0.080119	0.068174	0.02577	0.058737	0.082263	10	0.0651168	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
40	-0.056592	-0.008344	-0.003675	0.029663	0.022253	0.03035	-0.025823	-0.032076	-0.029547	-0.017414	-0.094419	-0.08338	-0.042583	-0.052608	-0.039036	-0.045783	-0.059228	-0.05826	-0.060142	-0.046878	-0.011431	-0.016233	0.016451	0.021196	0.00089	-0.012907	-0.036101	0.000271	-0.017481	-0.03563	0.019795	0.025609	0.036485	0.060006	0.076104	0.027412	0.044735	0.044612	0.126796	10	0.0651168	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
41	0.036504	-0.035552	-0.015574	-0.018551	-0.006122	0.00145	0.057967	-0.024099	-0.038171	-0.063051	-0.061176	-0.065129	-0.009912	-0.062733	-0.018551	-0.067565	-0.046751	-0.062267	-0.035722	-0.031548	-0.011974	0.037197	-0.031239	0.003047	-0.036358	-0.010884	-0.050497	-0.062527	-0.033532	-0.033459	0.013332	0.002926	0.122739	0.061155	0.091743	0.055241	0.047351	0.061748	0.13	0.039366	10	0.0651168	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
42	-0.016088	0.034914	-0.030387	-0.06299	-0.06128	-0.042096	-0.006485	-0.04654	-0.026397	-0.025638	-0.059192	-0.003455	-0.060859	-0.058878	-0.021485	-0.071452	-0.039714	-0.079499	-0.01871	-0.101715	-0.031541	-0.012961	-0.007785	-0.001533	-0.011562	0.059762	0.001608	-0.007131	-0.002471	0.002598	0.01977	0.038622	0.095558	0.031124	0.097535	0.075015	0.092772	0.016654	0.098895	0.090286	0.144726	10	-0.0101029	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	0.0145134	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	-0.00042258	0.0016163
43	-0.008871	0.01247	-0.007786	0.006238	0.039449	0.034565	0.036259	0.039717	0.013086	-0.005283	0.008897	-0.030808	-0.037225	-0.016571	-0.029281	-0.011651	0.02251	-0.022663	-0.025679	-0.01699	-0.011328	-0.003433	-0.035934	-0.013154	-0.005811	-0.048227	-0.04295	-0.003162	-0.037225	-0.033627	-0.00736	-0.047324	-0.006249	-0.01099	-0.005686	-0.003932	-0.004591	-0.011595	-0.010925	-0.012142	-0.029573	-0.005346	10	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	-0.0135848	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.0311612666666667	0.046201
44	0.007364	0.013573	0.019546	-0.001935	0.0411	0.013375	-0.013597	-0.014969	0.014623	0.031758	-0.057564	-0.073948	-0.058202	-0.029377	-0.051147	-0.070945	-0.056214	-0.0441	-0.045769	-0.049621	0.000525	-0.000712	-0.033524	-0.054432	-0.072195	-0.062073	-0.034227	-0.031005	-0.038561	-0.017446	-0.022639	-0.054487	0.012335	0.014278	0.023999	0.001995	0.010477	0.036012	0.03912	0.033027	0.013608	0.021004	-0.005803	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
45	0.021169	0.003439	0.024366	-0.005782	-0.010453	0.032201	0.033292	0.005092	-0.020719	-0.014924	-0.066989	-0.039537	-0.060448	-0.049393	-0.092751	-0.058423	-0.070645	-0.02659	-0.072379	-0.074543	0.015267	-0.02975	-0.019545	-0.071723	-0.079075	-0.003939	-0.034456	-0.041827	-0.028156	-0.087826	-0.065276	-0.059281	-0.014637	0.020162	0.021724	-0.009874	0.013324	0.044013	0.028652	0.066694	-0.000401	0.009409	-0.046036	0.121594	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
46	0.008393	-0.018635	0.025646	0.01499	0.000409	0.009781	-0.001202	-0.011945	-0.000551	0.031226	-0.033818	-0.025004	-0.004925	-0.035578	-0.017306	-0.051746	-0.039003	0.008346	-0.02115	-0.036776	-0.103304	-0.094119	-0.008946	-0.04509	-0.019043	0.00296	0.021042	-0.007229	0.013573	0.025409	0.04153	-0.025168	0.014244	-0.019798	0.005685	-0.006947	0.006549	0.01347	-0.01397	0.026646	-0.004852	0.028602	0.001916	0.070413	0.063619	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
47	0.045625	0.026373	0.014711	0.050438	0.037708	-0.006031	0.011267	-0.001905	-0.021906	0.014491	-0.05147	-0.070848	-0.022532	-0.0446	-0.064372	-0.01537	-0.061459	-0.052716	-0.047162	-0.03678	0.013163	-0.013536	-0.103919	-0.04933	-0.116521	-0.005607	-0.03818	0.000623	-0.060594	-0.039126	-0.029586	-0.001585	-0.000283	0.003137	0.023762	-0.019832	-0.003401	0.015705	0.026881	0.025396	0.013652	0.000604	-0.022005	0.143966	0.118229	0.06339	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
48	0.00337	-0.022826	-0.032597	-0.005519	0.021479	0.025242	0.017102	0.004918	0.001787	-0.012322	-0.030007	-0.04072	-0.042419	-0.03422	-0.028753	-0.023698	-0.017333	-0.01459	-0.022251	-0.025226	-0.075911	-0.045851	-0.03285	-0.02962	-0.047543	-0.001972	0.000844	0.028303	-0.02149	0.023274	-0.019029	-0.002603	0.02583	0.005872	0.01856	0.021296	0.004349	0.042854	0.022358	0.038742	-0.003504	-0.022053	0.000406	0.12007	0.042242	0.183686	0.033309	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
49	0.022167	0.040372	0.017076	0.033412	0.016922	0.033922	0.002294	0.019416	0.013547	0.032702	-0.080278	-0.062229	-0.118541	-0.058246	-0.072579	-0.031017	-0.045261	-0.074331	-0.094528	-0.066518	0.022538	-0.022421	-0.073281	-0.092683	-0.09685	-0.051026	-0.104193	-0.02632	-0.075191	-0.09001	-0.051933	-0.05163	0.018543	0.009307	0.046955	0.050555	-0.00202	0.004324	0.017589	-0.000415	0.028842	0.005455	-0.027733	0.166892	0.156883	0.027451	0.242132	0.054818	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
50	-0.023017	-0.018486	-0.031373	-0.016108	-0.011293	-0.000752	-0.015869	0.003201	0.013296	0.030263	-0.040491	-0.057658	-0.027293	-0.048752	-0.019184	-0.04309	-0.028783	-0.029561	-0.046842	-0.068691	-0.070481	-0.113657	-0.021193	0.019577	-0.0631	-0.01621	-0.009206	0.009907	-0.009303	-0.001773	0.007964	0.015439	0.055097	0.004159	0.004615	0.004495	0.045461	0.035341	0.002313	0.037212	-0.007739	0.054741	-0.013783	0.067446	0.071877	0.15853	0.034357	0.134095	0.062796	10	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
